DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;DEPMUNI;CIUDADES28;Clase;P1987;P1988;P1988S1;P1989;P1990
622841;235;1;1;1;1420.5720313;00000;0;Cabecera;1;1;1;1;1
622842;235;1;1;1;1496.5991437;00000;0;Cabecera;1;1;1;1;1
622843;235;1;1;1;1462.9279394;00000;0;Cabecera;1;1;1;1;1
622844;235;1;1;1;653.2654545;00000;0;Centro poblado y rur;1;1;1;1;1
622845;235;1;1;1;1249.6098672;00000;0;Centro poblado y rur;1;1;1;1;1
622846;235;1;1;1;812.0692537;00000;0;Centro poblado y rur;1;1;1;1;1
622847;235;1;1;1;1617.9326578;00000;0;Centro poblado y rur;1;1;1;1;1
622848;235;1;1;1;771.90131122;00000;0;Centro poblado y rur;1;1;1;1;1
622849;235;1;1;1;1777.0222095;00000;0;Centro poblado y rur;1;1;1;1;1
622851;235;1;1;1;770.48155221;00000;0;Centro poblado y rur;1;1;1;1;1
622852;235;1;1;1;1386.785477;00000;0;Centro poblado y rur;1;1;1;1;1
622853;235;1;1;1;2654.9292297;00000;0;Centro poblado y rur;1;1;1;1;1
622854;235;1;1;1;1872.5927353;00000;0;Centro poblado y rur;1;1;1;1;1
622855;235;1;1;1;859.33805461;00000;0;Centro poblado y rur;1;1;1;1;1
622856;235;1;1;1;991.47317587;00000;0;Centro poblado y rur;1;1;1;1;1
622857;235;1;1;1;2377.276847;00000;0;Centro poblado y rur;1;1;1;1;1
622858;235;1;1;1;1994.8104512;00000;0;Centro poblado y rur;1;1;1;1;1
622859;235;1;1;1;2711.7163059;00000;0;Centro poblado y rur;1;1;1;1;1
622860;235;1;1;1;2441.8634445;00000;0;Centro poblado y rur;1;1;1;1;1
622861;235;1;1;1;2159.843637;00000;0;Centro poblado y rur;1;1;1;1;1
622862;235;1;1;1;1078.5649996;00000;0;Centro poblado y rur;1;1;1;1;1
622863;235;1;1;1;1078.5649996;00000;0;Centro poblado y rur;1;1;1;1;1
622864;235;1;1;1;1324.557974;00000;0;Centro poblado y rur;1;1;1;1;1
622865;235;1;1;1;1393.7107008;00000;0;Centro poblado y rur;1;1;1;1;1
622866;235;1;1;1;2305.4104823;00000;0;Centro poblado y rur;1;2;;1;1
622867;235;1;1;1;1398.0254542;00000;0;Centro poblado y rur;1;1;1;1;1
622869;235;1;1;1;2107.5725756;00000;0;Centro poblado y rur;1;1;1;1;1
622870;235;1;1;1;1171.741026;00000;0;Centro poblado y rur;1;1;1;1;1
622871;235;1;1;1;1623.9163859;00000;0;Centro poblado y rur;1;1;1;1;1
622872;235;1;1;1;1013.6077824;00000;0;Centro poblado y rur;1;1;1;1;1
622873;235;1;1;1;1329.8742697;00000;0;Centro poblado y rur;1;1;1;1;1
622874;235;1;1;1;1744.3157515;00000;0;Centro poblado y rur;1;1;1;1;1
622875;235;1;1;1;1013.6077824;00000;0;Centro poblado y rur;1;1;1;1;1
622876;235;1;1;1;1571.1706028;00000;0;Centro poblado y rur;1;1;1;1;1
622877;235;1;1;1;1778.6429686;00000;0;Centro poblado y rur;1;1;1;1;1
622878;235;1;1;1;1257.2350785;00000;0;Cabecera;5;1;1;1;1
622880;235;1;1;1;1828.2719081;00000;0;Cabecera;1;1;1;1;1
622881;235;1;1;1;1172.0147357;00000;0;Cabecera;1;1;1;1;1
622882;235;1;1;1;1285.4314345;00000;0;Cabecera;1;1;1;1;1
622883;235;1;1;1;2072.6877397;00000;0;Cabecera;1;1;1;1;1
622884;235;1;1;1;1943.1833709;00000;0;Cabecera;1;1;1;1;1
622885;235;1;1;1;1293.8429491;00000;0;Cabecera;1;1;1;1;1
622886;235;1;1;1;1393.2010798;00000;0;Cabecera;1;1;1;1;1
622887;235;1;1;1;1291.4291194;00000;0;Cabecera;1;1;1;1;1
622888;235;1;1;1;1769.6779582;00000;0;Cabecera;1;1;1;1;1
622889;235;1;1;1;1163.686949;00000;0;Centro poblado y rur;1;1;1;1;1
622890;235;1;1;1;1799.8696975;00000;0;Centro poblado y rur;1;1;1;1;1
622891;235;1;1;1;1706.62342;00000;0;Centro poblado y rur;1;1;1;1;1
622892;235;1;1;1;2034.8862038;00000;0;Centro poblado y rur;1;1;1;1;1
622893;235;1;1;1;1502.7050868;00000;0;Centro poblado y rur;1;1;1;1;1
622894;235;1;1;1;1161.425584;00000;0;Centro poblado y rur;1;1;1;1;1
622895;235;1;1;1;1416.6297907;00000;0;Cabecera;2;1;1;2;1
622896;235;1;1;1;1416.6297907;00000;0;Cabecera;2;1;1;2;1
622897;235;1;1;1;1530.8644901;00000;0;Cabecera;1;2;;1;1
622899;235;1;1;1;301.35499194;00000;0;Centro poblado y rur;1;1;1;1;1
622900;235;1;1;1;129.0119027;08001;1;Cabecera;1;1;2;1;1
622901;235;1;1;1;113.26451384;08001;1;Cabecera;2;1;2;1;1
622902;235;1;1;1;122.82856514;08001;1;Cabecera;1;1;3;1;1
622904;235;1;1;1;119.95440011;08001;1;Cabecera;2;1;1;1;1
622905;235;1;1;1;259.23457966;08001;1;Cabecera;2;1;5;1;1
622906;235;1;1;1;252.62496654;08001;1;Cabecera;2;1;5;1;1
622907;235;1;1;1;262.82756372;08001;1;Cabecera;2;1;5;1;1
622908;235;1;1;1;243.2483376;08001;1;Cabecera;2;1;5;1;1
622909;235;1;1;1;112.55449024;08001;1;Cabecera;2;1;1;1;1
622910;235;1;1;1;146.64331735;08001;1;Cabecera;2;1;1;1;1
622911;235;1;1;1;118.20557594;08001;1;Cabecera;2;1;1;1;2
622912;235;1;1;1;108.59587769;08001;1;Cabecera;2;1;1;1;1
622913;235;1;1;1;108.01368927;08001;1;Cabecera;1;1;3;1;1
622914;235;1;1;1;157.53446807;08001;1;Cabecera;1;1;3;2;1
622915;235;1;1;1;155.24246883;08001;1;Cabecera;2;1;3;2;1
622916;235;1;1;1;118.85754169;08001;1;Cabecera;1;1;3;1;1
622917;235;1;1;1;142.1081448;08001;1;Cabecera;2;1;3;2;1
622918;235;1;1;1;277.24426847;08001;1;Cabecera;2;1;4;1;1
622919;235;1;1;1;307.91549637;08001;1;Cabecera;2;1;4;2;1
622920;235;1;1;1;454.42391333;00000;1;Cabecera;2;1;1;1;1
622921;235;1;1;1;310.98558886;00000;1;Cabecera;1;1;2;2;1
622922;235;1;1;1;10.570802964;00000;0;Centro poblado y rur;1;1;1;2;1
622923;235;1;1;1;10.239228073;00000;0;Centro poblado y rur;1;1;1;2;1
622924;235;1;1;1;7.0672149089;00000;0;Centro poblado y rur;1;1;1;3;1
622925;235;1;1;1;7.9687878481;00000;0;Centro poblado y rur;1;1;1;2;1
622926;235;1;1;1;13.665670275;00000;0;Centro poblado y rur;1;1;1;2;1
622927;235;1;1;1;15.073815149;00000;0;Centro poblado y rur;1;1;1;1;1
622928;235;1;1;1;8.8813660388;00000;0;Centro poblado y rur;1;1;1;3;1
622929;235;1;1;1;6.9098176715;00000;0;Centro poblado y rur;1;1;1;3;1
622930;235;1;1;1;10.114513869;00000;0;Centro poblado y rur;1;1;1;4;1
622931;235;1;1;1;9.2791770768;00000;0;Centro poblado y rur;2;1;1;3;1
622932;235;1;1;1;5.2190514521;00000;0;Centro poblado y rur;5;1;9;1;1
622933;235;1;1;1;6.7484924195;00000;0;Centro poblado y rur;1;1;1;1;1
622934;235;1;1;1;5.0253219429;00000;0;Centro poblado y rur;1;1;8;3;1
622935;235;1;1;1;5.0253219429;00000;0;Centro poblado y rur;1;1;1;3;1
622936;235;1;1;1;11.077206997;00000;0;Centro poblado y rur;1;1;8;3;1
622937;235;1;1;1;6.1273286861;00000;0;Centro poblado y rur;1;1;1;3;1
622938;235;1;1;1;12.68594513;00000;0;Centro poblado y rur;1;1;8;3;1
622939;235;1;1;1;7.7671154925;00000;0;Centro poblado y rur;1;1;1;3;1
622940;235;1;1;1;6.7400615547;00000;0;Centro poblado y rur;1;1;8;1;1
622941;235;1;1;1;7.1706684416;00000;0;Centro poblado y rur;1;1;1;1;1
622942;235;1;1;1;16.888111357;00000;0;Centro poblado y rur;1;1;1;1;1
622943;235;1;1;1;16.888111357;00000;0;Centro poblado y rur;1;1;1;1;1
622944;235;1;1;1;5.5278541372;00000;0;Centro poblado y rur;1;1;8;4;1
622945;235;1;1;1;7.0053214677;00000;0;Centro poblado y rur;1;1;8;1;1
622946;235;1;1;1;5.2096053067;00000;0;Centro poblado y rur;1;1;8;1;1
622947;235;1;1;1;13.954539643;00000;0;Centro poblado y rur;1;1;1;1;1
622948;235;1;1;1;13.205641713;00000;0;Centro poblado y rur;1;1;8;1;1
622949;235;1;1;1;8.0916110953;00000;0;Centro poblado y rur;1;1;8;1;1
622950;235;1;1;1;108.58086144;13001;1;Cabecera;1;1;2;1;1
622951;235;1;1;1;128.50671321;13001;1;Cabecera;2;1;1;2;1
622952;235;1;1;1;82.861168976;13001;1;Cabecera;2;1;2;1;1
622953;235;1;1;1;93.448705854;13001;1;Cabecera;2;1;2;3;1
622954;235;1;1;1;91.383776257;13001;1;Cabecera;2;1;2;2;1
622955;235;1;1;1;79.863096807;13001;1;Cabecera;2;1;2;2;1
622956;235;1;1;1;101.46542275;13001;1;Cabecera;1;1;2;1;1
622957;235;1;1;1;79.95399267;13001;1;Cabecera;1;1;2;1;1
622958;235;1;1;1;87.142623969;13001;1;Cabecera;2;1;1;3;1
622959;235;1;1;1;79.316782358;13001;1;Cabecera;1;1;1;4;1
622960;235;1;1;1;79.95399267;13001;1;Cabecera;2;1;1;1;1
622961;235;1;1;1;185.94670557;13001;1;Cabecera;2;1;2;2;1
622962;235;1;1;1;139.51495627;13001;1;Cabecera;1;1;2;1;1
622963;235;1;1;1;150.11719071;13001;1;Cabecera;2;1;2;2;1
622964;235;1;1;1;187.44816252;13001;1;Cabecera;2;1;2;1;1
622965;235;1;1;1;81.810985959;13001;1;Cabecera;2;1;3;2;1
622966;235;1;1;1;71.431657613;13001;1;Cabecera;2;1;3;1;1
622967;235;1;1;1;75.217469549;13001;1;Cabecera;2;1;3;1;1
622968;235;1;1;1;66.242252101;13001;1;Cabecera;2;1;3;2;1
622969;235;1;1;1;62.357795593;13001;1;Cabecera;2;1;3;1;1
622970;235;1;1;1;85.73456189;13001;1;Cabecera;2;1;3;4;1
622971;235;1;1;1;71.431657613;13001;1;Cabecera;2;1;3;1;1
622972;235;1;1;1;72.941810188;13001;1;Cabecera;2;1;3;2;1
622973;235;1;1;1;71.431657613;13001;1;Cabecera;2;1;3;1;1
622974;235;1;1;1;99.222958427;13001;1;Cabecera;2;1;3;2;1
622975;235;1;1;1;124.12626348;13001;1;Cabecera;2;1;2;2;1
622976;235;1;1;1;649.3264813;00000;0;Cabecera;1;1;1;3;1
622977;235;1;1;1;1053.68996;00000;0;Cabecera;1;1;1;1;1
622978;235;1;1;1;1007.2681223;00000;0;Cabecera;1;1;1;1;1
622979;235;1;1;1;1260.3891972;00000;0;Cabecera;1;1;1;1;1
622980;235;1;1;1;2164.5305712;00000;0;Cabecera;1;1;1;1;1
622981;235;1;1;1;1135.2212372;00000;0;Centro poblado y rur;1;2;;3;1
622982;235;1;1;1;1233.4016309;00000;0;Centro poblado y rur;1;1;1;2;1
622983;235;1;1;1;2437.9969291;00000;0;Centro poblado y rur;1;1;1;1;1
622984;235;1;1;1;1804.9862561;00000;0;Centro poblado y rur;1;1;1;1;1
622985;235;1;1;1;1235.2186677;00000;0;Centro poblado y rur;1;1;1;4;1
622986;235;1;1;1;811.25172415;00000;0;Centro poblado y rur;1;1;1;4;1
622987;235;1;1;1;2014.5014489;00000;0;Centro poblado y rur;1;1;1;3;1
622988;235;1;1;1;1581.0678969;00000;0;Centro poblado y rur;1;1;1;1;1
622989;235;1;1;1;2014.5014489;00000;0;Centro poblado y rur;1;1;1;1;1
622990;235;1;1;1;2437.9969291;00000;0;Centro poblado y rur;1;1;1;3;1
622991;235;1;1;1;984.67533588;00000;0;Centro poblado y rur;1;2;;3;1
622992;235;1;1;1;1030.5249241;00000;0;Centro poblado y rur;1;2;;3;1
622993;235;1;1;1;1028.7805688;00000;0;Centro poblado y rur;1;2;;3;1
622994;235;1;1;1;766.09014952;00000;0;Centro poblado y rur;1;2;;3;1
622995;235;1;1;1;919.31813611;00000;0;Centro poblado y rur;1;1;1;1;1
622996;235;1;1;1;600.9307641;00000;0;Centro poblado y rur;1;1;1;1;1
622997;235;1;1;1;564.96576954;00000;0;Centro poblado y rur;1;1;1;1;1
622998;235;1;1;1;1247.6028204;00000;0;Centro poblado y rur;1;1;1;1;1
622999;235;1;1;1;458.97492092;00000;0;Centro poblado y rur;1;1;1;1;1
623000;235;1;1;1;850.79943852;00000;0;Centro poblado y rur;1;1;1;1;1
623001;235;1;1;1;1445.0577236;00000;0;Centro poblado y rur;1;1;1;1;1
623002;235;1;1;1;1835.8996837;00000;0;Centro poblado y rur;1;1;1;1;1
623003;235;1;1;1;806.98843821;00000;0;Centro poblado y rur;1;1;1;1;1
623004;235;1;1;1;806.98843821;00000;0;Centro poblado y rur;1;1;1;1;1
623005;235;1;1;1;1489.3702884;00000;0;Centro poblado y rur;1;1;1;1;1
623006;235;1;1;1;766.09014952;00000;0;Centro poblado y rur;1;1;1;3;1
623007;235;1;1;1;1441.6915495;00000;0;Centro poblado y rur;1;1;1;3;1
623008;235;1;1;1;1135.2212372;00000;0;Centro poblado y rur;1;1;1;1;1
623009;235;1;1;1;585.11926298;00000;0;Centro poblado y rur;1;1;1;3;1
623010;235;1;1;1;1933.9213909;00000;0;Centro poblado y rur;1;1;1;3;1
623011;235;1;1;1;849.23482585;00000;0;Centro poblado y rur;1;1;1;2;1
623012;235;1;1;1;792.56614109;00000;0;Centro poblado y rur;2;1;1;1;1
623013;235;1;1;1;477.0951021;00000;0;Centro poblado y rur;1;1;1;1;1
623014;235;1;1;1;440.68256034;00000;0;Centro poblado y rur;1;1;1;1;1
623015;235;1;1;1;492.95382905;00000;0;Centro poblado y rur;1;1;1;1;1
623016;235;1;1;1;336.58160868;00000;0;Centro poblado y rur;1;1;1;1;1
623017;235;1;1;1;336.58160868;00000;0;Centro poblado y rur;1;1;1;1;1
623018;235;1;1;1;873.1075414;00000;0;Centro poblado y rur;1;1;1;2;1
623019;235;1;1;1;566.4206078;00000;0;Centro poblado y rur;1;1;1;1;1
623020;235;1;1;1;586.86535125;00000;0;Centro poblado y rur;1;1;1;2;1
623021;235;1;1;1;1089.4787802;00000;0;Centro poblado y rur;2;1;1;1;1
623022;235;1;1;1;529.36637081;00000;0;Centro poblado y rur;2;1;1;1;1
623023;235;1;1;1;81.854105306;00000;0;Centro poblado y rur;1;1;1;1;1
623024;235;1;1;1;497.65131286;00000;0;Cabecera;1;1;1;1;1
623025;235;1;1;1;553.1167615;00000;0;Cabecera;1;1;1;2;1
623026;235;1;1;1;206.14209801;00000;0;Centro poblado y rur;1;1;1;1;1
623027;235;1;1;1;534.75927578;00000;0;Cabecera;1;1;1;1;1
623028;235;1;1;1;55.644793399;00000;0;Centro poblado y rur;1;1;1;1;1
623029;235;1;1;1;268.65113192;00000;0;Cabecera;1;1;1;2;1
623030;235;1;1;1;51.535524503;00000;0;Centro poblado y rur;1;1;1;1;1
623031;235;1;1;1;297.32316738;00000;0;Cabecera;1;1;1;2;1
623032;235;1;1;1;81.05366684;00000;0;Centro poblado y rur;1;1;1;1;1
623033;235;1;1;1;322.4067496;00000;0;Cabecera;1;1;1;2;1
623034;235;1;1;1;736.1171305;00000;0;Cabecera;1;1;1;1;1
623035;235;1;1;1;464.35286114;00000;0;Cabecera;1;1;1;2;1
623036;235;1;1;1;317.19387446;00000;0;Cabecera;2;1;1;2;1
623037;235;1;1;1;756.79497325;00000;0;Cabecera;1;1;1;2;1
623038;235;1;1;1;550.22110119;00000;0;Cabecera;3;1;1;2;1
623039;235;1;1;1;685.71157909;00000;0;Cabecera;1;1;1;2;1
623040;235;1;1;1;86.309802663;00000;0;Centro poblado y rur;1;1;8;4;1
623041;235;1;1;1;82.271510429;00000;0;Centro poblado y rur;4;1;8;4;1
623042;235;1;1;1;51.535524503;00000;0;Centro poblado y rur;1;1;8;4;1
623043;235;1;1;1;206.14209801;00000;0;Centro poblado y rur;4;1;8;4;1
623044;235;1;1;1;117.91477323;00000;0;Centro poblado y rur;4;1;8;4;1
623045;235;1;1;1;133.3662718;00000;0;Centro poblado y rur;4;1;8;4;1
623046;235;1;1;1;105.66037369;00000;0;Centro poblado y rur;4;1;8;3;1
623047;235;1;1;1;139.11983966;00000;0;Centro poblado y rur;4;1;8;4;1
623048;235;1;1;1;82.271510429;00000;0;Centro poblado y rur;4;1;8;4;1
623049;235;1;1;1;51.535524503;00000;0;Centro poblado y rur;4;1;8;4;1
623050;235;1;1;1;113.45687502;00000;0;Centro poblado y rur;1;1;8;3;1
623051;235;1;1;1;85.865916487;00000;0;Centro poblado y rur;1;1;8;3;1
623052;235;1;1;1;64.419405629;00000;0;Centro poblado y rur;1;1;8;2;1
623053;235;1;1;1;131.88342023;00000;0;Centro poblado y rur;1;1;8;1;1
623054;235;1;1;1;84.343612;00000;0;Centro poblado y rur;1;1;8;2;1
623055;235;1;1;1;124.98354093;00000;0;Centro poblado y rur;1;1;8;3;1
623056;235;1;1;1;239.16773973;00000;0;Centro poblado y rur;1;1;8;3;1
623057;235;1;1;1;169.53761943;00000;0;Centro poblado y rur;1;1;8;3;1
623058;235;1;1;1;101.31708355;00000;0;Centro poblado y rur;4;1;8;3;1
623059;235;1;1;1;195.92113642;00000;0;Centro poblado y rur;4;1;8;3;1
623060;235;1;1;1;151.4007464;00000;0;Centro poblado y rur;1;1;1;1;1
623061;235;1;1;1;82.271510429;00000;0;Centro poblado y rur;1;1;1;1;1
623062;235;1;1;1;51.535524503;00000;0;Centro poblado y rur;1;1;1;1;1
623063;235;1;1;1;104.2888926;00000;0;Centro poblado y rur;1;1;1;1;1
623064;235;1;1;1;104.2888926;00000;0;Centro poblado y rur;1;1;1;1;1
623065;235;1;1;1;104.2888926;00000;0;Centro poblado y rur;1;1;1;1;1
623066;235;1;1;1;82.271510429;00000;0;Centro poblado y rur;1;1;1;1;1
623067;235;1;1;1;82.271510429;00000;0;Centro poblado y rur;1;1;1;1;1
623068;235;1;1;1;51.535524503;00000;0;Centro poblado y rur;1;1;1;1;1
623069;235;1;1;1;102.47135144;00000;0;Centro poblado y rur;1;1;1;1;1
623071;235;1;1;1;954.7020154;11001;1;Cabecera;2;1;3;2;1
623072;235;1;1;1;1582.1582311;11001;1;Cabecera;2;1;3;1;1
623073;235;1;1;1;1211.735599;11001;1;Cabecera;2;1;2;3;1
623074;235;1;1;1;1114.7806229;11001;1;Cabecera;1;1;3;1;1
623075;235;1;1;1;1232.452402;11001;1;Cabecera;2;1;3;1;1
623076;235;1;1;1;1060.6692829;11001;1;Cabecera;2;1;3;2;1
623077;235;1;1;1;1694.0275173;11001;1;Cabecera;1;1;2;3;1
623078;235;1;1;1;1117.6118544;11001;1;Cabecera;1;1;2;1;1
623080;235;1;1;1;967.0377937;11001;1;Cabecera;1;1;3;1;1
623082;235;1;1;1;881.41962156;11001;1;Cabecera;2;1;3;2;1
623083;235;1;1;1;821.54501138;11001;1;Cabecera;2;1;3;2;1
623084;235;1;1;1;1491.8566257;11001;1;Cabecera;1;1;2;2;1
623085;235;1;1;1;779.40137116;11001;1;Cabecera;1;1;3;2;1
623086;235;1;1;1;1321.837165;11001;1;Cabecera;1;1;2;2;1
623087;235;1;1;1;1451.0769716;11001;1;Cabecera;2;1;4;2;1
623088;235;1;1;1;1260.2804522;11001;1;Cabecera;2;1;2;2;3
623089;235;1;1;1;1076.8568677;11001;1;Cabecera;2;1;1;2;1
623090;235;1;1;1;1331.2071944;11001;1;Cabecera;2;1;2;2;1
623091;235;1;1;1;984.43377242;11001;1;Cabecera;2;1;2;1;1
623092;235;1;1;1;1177.8723725;11001;1;Cabecera;2;1;4;1;1
623093;235;1;1;1;1561.078203;11001;1;Cabecera;2;1;3;1;1
623094;235;1;1;1;1244.7651688;11001;1;Cabecera;2;1;3;1;1
623095;235;1;1;1;1133.0514692;11001;1;Cabecera;2;1;3;1;1
623096;235;1;1;1;1324.0350504;11001;1;Cabecera;2;1;2;2;1
623097;235;1;1;1;1139.2951081;11001;1;Cabecera;2;1;2;2;1
623098;235;1;1;1;1316.3863961;11001;1;Cabecera;2;1;2;3;1
623099;235;1;1;1;1469.0327026;11001;1;Cabecera;2;1;2;3;1
623100;235;1;1;1;1107.8364446;11001;1;Cabecera;2;1;3;1;1
623101;235;1;1;1;1533.2214451;11001;1;Cabecera;2;1;3;2;1
623102;235;1;1;1;1468.6981197;11001;1;Cabecera;2;1;3;2;1
623103;235;1;1;1;1369.2416856;11001;1;Cabecera;2;1;3;1;1
623104;235;1;1;1;1469.0327026;11001;1;Cabecera;2;1;3;2;1
623105;235;1;1;1;1478.5827117;11001;1;Cabecera;1;1;3;1;1
623106;235;1;1;1;1425.3928393;11001;1;Cabecera;2;1;3;2;1
623107;235;1;1;1;1143.6421586;11001;1;Cabecera;2;1;3;2;1
623108;235;1;1;1;1043.8511417;11001;1;Cabecera;1;1;3;1;1
623109;235;1;1;1;1469.0327026;11001;1;Cabecera;2;1;3;2;1
623110;235;1;1;1;1266.5272281;11001;1;Cabecera;2;1;3;2;1
623111;235;1;1;1;459.90498451;00000;1;Cabecera;2;1;2;2;1
623116;235;1;1;1;574.20731048;00000;1;Cabecera;2;1;3;2;1
623118;235;1;1;1;221.94220438;00000;1;Cabecera;2;1;4;2;1
623119;235;1;1;1;103.88385097;50001;1;Cabecera;1;1;2;1;1
623120;235;1;1;1;61.682065573;50001;1;Cabecera;2;1;2;2;1
623121;235;1;1;1;111.20994249;50001;1;Cabecera;2;1;1;2;1
623122;235;1;1;1;61.237830043;50001;1;Cabecera;2;1;1;2;1
623123;235;1;1;1;77.442519036;50001;1;Cabecera;2;1;3;1;1
623124;235;1;1;1;83.144901103;50001;1;Cabecera;1;1;2;1;1
623125;235;1;1;1;86.012036126;50001;1;Cabecera;1;1;4;1;1
623126;235;1;1;1;103.74342602;50001;1;Cabecera;2;1;3;2;1
623127;235;1;1;1;67.399965143;50001;1;Cabecera;2;1;3;2;1
623128;235;1;1;1;40.699603967;50001;1;Cabecera;2;1;2;2;1
623129;235;1;1;1;70.909440248;50001;1;Cabecera;2;1;3;2;1
623130;235;1;1;1;56.168092407;50001;1;Cabecera;1;1;3;1;1
623131;235;1;1;1;96.365667372;50001;1;Cabecera;2;1;3;2;1
623132;235;1;1;1;84.030213241;50001;1;Cabecera;1;1;2;2;1
623133;235;1;1;1;78.690082503;50001;1;Cabecera;1;1;2;1;1
623134;235;1;1;1;81.308531845;50001;1;Cabecera;1;1;2;1;1
623135;235;1;1;1;68.939733574;50001;1;Cabecera;2;1;2;2;1
623136;235;1;1;1;77.229126726;50001;1;Cabecera;2;1;2;2;1
623137;235;1;1;1;63.353980594;50001;1;Cabecera;2;1;3;2;1
623138;235;1;1;1;77.705373659;50001;1;Cabecera;2;1;3;2;1
623139;235;1;1;1;82.671070558;50001;1;Cabecera;1;1;3;1;1
623140;235;1;1;1;101.27587499;50001;1;Cabecera;2;1;3;2;1
623141;235;1;1;1;54.606216719;50001;1;Cabecera;1;1;3;2;1
623142;235;1;1;1;86.631059775;50001;1;Cabecera;1;1;4;2;1
623143;235;1;1;1;101.36322883;50001;1;Cabecera;2;1;1;2;1
623144;235;1;1;1;100.05200338;50001;1;Cabecera;2;1;1;3;1
623145;235;1;1;1;118.28935308;50001;1;Cabecera;1;1;1;2;1
623146;235;1;1;1;38.008395945;50001;1;Cabecera;2;1;1;2;1
623147;235;1;1;1;92.674952072;50001;1;Cabecera;3;1;3;2;1
623148;235;1;1;1;77.807569512;50001;1;Cabecera;2;1;3;2;1
623149;235;1;1;1;82.992031513;50001;1;Cabecera;2;1;4;2;1
623150;235;1;1;1;77.739252912;50001;1;Cabecera;2;1;4;1;1
623151;235;1;1;1;81.332190883;50001;1;Cabecera;1;1;3;2;1
623152;235;1;1;1;67.776825735;50001;1;Cabecera;2;1;2;2;1
623153;235;1;1;1;74.983085234;50001;1;Cabecera;1;1;3;1;1
623154;235;1;1;1;64.916124043;50001;1;Cabecera;2;1;3;2;1
623155;235;1;1;1;77.229126726;50001;1;Cabecera;2;1;3;2;1
623156;235;1;1;1;70.41950393;50001;1;Cabecera;2;1;2;2;1
623157;235;1;1;1;47.272960165;50001;1;Cabecera;1;1;1;1;1
623158;235;1;1;1;45.643636851;50001;1;Cabecera;1;1;1;1;1
623159;235;1;1;1;86.044734052;50001;1;Cabecera;2;1;3;2;1
623160;235;1;1;1;113.40437597;50001;1;Cabecera;2;1;3;2;1
623161;235;1;1;1;51.78509436;50001;1;Cabecera;2;1;2;1;1
623162;235;1;1;1;103.627888;50001;1;Cabecera;2;1;3;1;1
623163;235;1;1;1;111.30847576;50001;1;Cabecera;2;1;1;1;1
623166;235;1;1;1;67.705441805;50001;1;Cabecera;2;1;2;2;1
623168;235;1;1;1;124.2931036;50001;1;Cabecera;2;1;1;1;1
623169;235;1;1;1;111.30847576;50001;1;Cabecera;2;1;1;1;1
623170;235;1;1;1;124.54174637;50001;1;Cabecera;2;1;1;1;1
623171;235;1;1;1;103.6003487;50001;1;Cabecera;2;1;1;2;1
623172;235;1;1;1;67.379713158;50001;1;Cabecera;2;1;2;2;1
623173;235;1;1;1;82.472591988;50001;1;Cabecera;2;1;3;2;1
623174;235;1;1;1;83.407456864;50001;1;Cabecera;2;1;3;1;1
623175;235;1;1;1;76.863078965;50001;1;Cabecera;2;1;2;2;1
623176;235;1;1;1;84.528199488;50001;1;Cabecera;1;1;2;1;1
623177;235;1;1;1;121.63587459;50001;1;Cabecera;2;1;3;2;1
623178;235;1;1;1;75.206982081;50001;1;Cabecera;1;1;2;2;1
623179;235;1;1;1;85.186416428;50001;1;Cabecera;1;1;4;2;1
623180;235;1;1;1;79.219666444;50001;1;Cabecera;2;1;2;2;1
623181;235;1;1;1;87.741479094;50001;1;Cabecera;1;1;4;2;1
623182;235;1;1;1;60.259538782;50001;1;Cabecera;1;1;3;2;1
623183;235;1;1;1;72.162474275;50001;1;Cabecera;1;1;3;1;1
623184;235;1;1;1;75.451057034;50001;1;Cabecera;1;1;3;2;1
623185;235;1;1;1;120.15327858;50001;1;Cabecera;2;1;3;2;1
623186;235;1;1;1;91.2248868;50001;1;Cabecera;1;1;4;2;1
623187;235;1;1;1;86.287132089;50001;1;Cabecera;1;1;4;2;1
623188;235;1;1;1;72.459142014;50001;1;Cabecera;1;1;3;2;1
623189;235;1;1;1;86.54342171;50001;1;Cabecera;1;1;4;2;1
623190;235;1;1;1;69.612202213;50001;1;Cabecera;1;1;3;2;1
623191;235;1;1;1;76.863078965;50001;1;Cabecera;1;1;3;1;1
623192;235;1;1;1;120.15327858;50001;1;Cabecera;2;1;3;2;1
623193;235;1;1;1;38.70228002;50001;1;Cabecera;1;1;2;1;3
623194;235;1;1;1;53.3114214;50001;1;Cabecera;1;1;2;2;1
623197;235;1;1;1;56.825354378;50001;1;Cabecera;2;1;2;2;1
623199;235;1;1;1;39.100384166;50001;1;Cabecera;1;1;2;3;1
623200;235;1;1;1;44.903008436;50001;1;Cabecera;1;1;2;1;1
623201;235;1;1;1;49.849822432;50001;1;Cabecera;1;1;2;2;1
623202;235;1;1;1;55.604154582;50001;1;Cabecera;1;1;2;1;1
623203;235;1;1;1;62.512913909;50001;1;Cabecera;1;1;2;1;1
623204;235;1;1;1;42.50550354;50001;1;Cabecera;1;1;2;2;1
623205;235;1;1;1;52.398124702;50001;1;Cabecera;1;1;2;1;1
623206;235;1;1;1;104.25932108;50001;1;Cabecera;1;1;2;1;1
623207;235;1;1;1;51.543423928;50001;1;Cabecera;1;1;2;3;1
